0.858,0.854,0.86,0.852,0.852,0.88,N
0.854,0.852,0.856,0.852,0.882,0.858,N
0.854,0.848,0.85,0.882,0.864,0.856,N
0.85,0.848,0.878,0.862,0.86,0.854,N
0.846,0.874,0.864,0.856,0.858,0.85,N
0.876,0.856,0.858,0.852,0.854,0.856,N
0.854,0.854,0.854,0.852,0.856,0.874,N
0.85,0.85,0.852,0.856,0.878,0.854,N
0.848,0.846,0.854,0.876,0.862,0.852,N
0.848,0.848,0.876,0.858,0.856,0.85,N
0.85,0.87,0.86,0.852,0.852,0.846,N
0.872,0.854,0.854,0.848,0.846,0.866,N
0.852,0.848,0.85,0.844,0.864,0.864,N
0.848,0.844,0.846,0.862,0.868,0.852,N
0.844,0.838,0.864,0.866,0.856,0.854,N
0.84,0.852,0.87,0.854,0.854,0.85,N
0.858,0.86,0.854,0.852,0.852,0.846,N
0.858,0.852,0.852,0.848,0.846,0.872,N
0.846,0.848,0.85,0.846,0.87,0.866,N
0.846,0.842,0.848,0.87,0.868,0.848,N
0.844,0.842,0.868,0.866,0.85,0.856,N
0.846,0.858,0.868,0.848,0.854,0.85,N
0.862,0.86,0.85,0.852,0.85,0.848,N
0.858,0.846,0.85,0.848,0.848,0.87,N
0.846,0.844,0.85,0.848,0.87,0.856,N
0.84,0.844,0.848,0.868,0.862,0.85,N
0.846,0.842,0.868,0.858,0.854,0.85,N
0.846,0.858,0.858,0.85,0.854,0.846,N
0.856,0.856,0.85,0.85,0.848,0.848,N
0.852,0.848,0.848,0.846,0.848,0.874,N
0.844,0.848,0.846,0.848,0.876,0.856,N
0.844,0.84,0.85,0.874,0.862,0.85,N
0.84,0.842,0.876,0.856,0.856,0.85,N
0.842,0.866,0.86,0.852,0.854,0.846,N
0.866,0.856,0.85,0.852,0.846,0.854,N
0.85,0.852,0.848,0.846,0.852,0.87,N
0.846,0.848,0.844,0.852,0.874,0.854,N
0.844,0.84,0.852,0.872,0.86,0.85,N
0.84,0.844,0.874,0.856,0.856,0.848,N
0.844,0.868,0.856,0.852,0.852,0.844,N
0.866,0.854,0.85,0.85,0.844,0.864,N
0.85,0.85,0.846,0.844,0.864,0.858,N
0.846,0.846,0.844,0.86,0.862,0.856,N
0.844,0.838,0.862,0.86,0.858,0.85,N
0.842,0.852,0.862,0.854,0.852,0.852,N
0.852,0.858,0.852,0.85,0.854,0.844,N
0.854,0.85,0.85,0.85,0.844,0.868,N
0.846,0.848,0.85,0.844,0.866,0.868,N
0.864,0.852,0.848,0.848,0.846,0.864,N
0.848,0.846,0.846,0.844,0.866,0.864,N
0.844,0.844,0.844,0.862,0.87,0.856,N
0.842,0.84,0.862,0.868,0.86,0.85,N
0.842,0.854,0.87,0.856,0.852,0.852,N
