0.806,0.79,0.816,0.806,0.812,0.814,N
0.8,0.808,0.802,0.818,0.804,0.814,N
0.816,0.79,0.816,0.81,0.804,0.812,N
0.802,0.802,0.81,0.808,0.802,0.81,N
0.82,0.788,0.808,0.806,0.802,0.816,N
0.812,0.788,0.804,0.806,0.806,0.82,N
0.808,0.788,0.806,0.804,0.816,0.816,N
0.804,0.79,0.81,0.814,0.806,0.812,N
0.806,0.792,0.816,0.81,0.802,0.814,N
0.808,0.796,0.81,0.806,0.804,0.81,N
0.816,0.792,0.804,0.81,0.8,0.81,N
0.81,0.79,0.804,0.808,0.8,0.824,N
0.806,0.788,0.808,0.802,0.818,0.816,N
0.806,0.784,0.81,0.814,0.806,0.812,N
0.804,0.79,0.816,0.808,0.806,0.812,N
0.804,0.798,0.81,0.806,0.806,0.812,N
0.816,0.79,0.808,0.808,0.802,0.82,N
0.808,0.788,0.81,0.804,0.812,0.82,N
0.804,0.794,0.808,0.81,0.814,0.816,N
0.802,0.798,0.81,0.814,0.808,0.812,N
0.806,0.798,0.814,0.812,0.8,0.812,N
0.812,0.794,0.812,0.806,0.802,0.808,N
0.814,0.794,0.804,0.806,0.8,0.808,N
0.812,0.786,0.806,0.802,0.802,0.822,N
0.806,0.784,0.806,0.798,0.818,0.814,N
0.806,0.786,0.806,0.812,0.804,0.808,N
0.806,0.786,0.814,0.806,0.8,0.808,N
0.808,0.794,0.804,0.804,0.8,0.81,N
0.812,0.796,0.794,0.808,0.798,0.806,N
0.806,0.792,0.796,0.806,0.8,0.82,N
0.806,0.788,0.802,0.802,0.814,0.81,N
0.806,0.788,0.8,0.816,0.804,0.816,N
0.808,0.786,0.812,0.808,0.806,0.812,N
0.804,0.796,0.806,0.81,0.804,0.814,N
0.814,0.792,0.806,0.81,0.804,0.812,N
0.808,0.792,0.806,0.81,0.804,0.824,N
0.808,0.792,0.808,0.808,0.818,0.816,N
0.804,0.798,0.81,0.816,0.812,0.814,N
0.804,0.804,0.812,0.814,0.808,0.818,N
0.808,0.802,0.816,0.806,0.812,0.816,N
0.81,0.804,0.81,0.81,0.81,0.816,N
0.812,0.796,0.81,0.812,0.808,0.824,N
0.806,0.798,0.81,0.812,0.818,0.818,N
0.802,0.804,0.812,0.818,0.812,0.816,N
0.806,0.81,0.814,0.814,0.81,0.814,N
0.816,0.804,0.816,0.81,0.808,0.816,N
0.81,0.802,0.812,0.81,0.808,0.814,N
0.812,0.794,0.812,0.812,0.806,0.828,N
0.806,0.796,0.812,0.806,0.826,0.82,N
0.804,0.806,0.806,0.822,0.816,0.818,N
0.806,0.806,0.82,0.818,0.808,0.816,N
0.812,0.81,0.818,0.814,0.806,0.814,N
0.816,0.804,0.816,0.81,0.804,0.814,N
0.814,0.798,0.81,0.81,0.804,0.824,N
0.812,0.792,0.812,0.802,0.824,0.816,N
0.802,0.8,0.808,0.814,0.816,0.816,N
0.802,0.804,0.81,0.82,0.808,0.814,N
0.808,0.798,0.82,0.808,0.806,0.814,N
0.804,0.806,0.812,0.808,0.804,0.81,N
0.824,0.79,0.808,0.81,0.798,0.822,N
0.81,0.788,0.81,0.8,0.816,0.818,N
0.808,0.79,0.806,0.81,0.814,0.816,N
0.802,0.792,0.814,0.814,0.804,0.812,N
0.804,0.796,0.816,0.808,0.802,0.812,N
0.812,0.792,0.81,0.806,0.802,0.808,N
0.814,0.788,0.806,0.806,0.8,0.812,N
0.808,0.788,0.804,0.804,0.802,0.82,N
0.806,0.784,0.806,0.8,0.814,0.81,N
0.806,0.784,0.808,0.812,0.8,0.806,N
0.808,0.782,0.816,0.804,0.798,0.8,N
0.806,0.798,0.796,0.802,0.798,0.8,N
0.808,0.792,0.794,0.798,0.8,0.8,N
0.796,0.792,0.792,0.798,0.802,0.82,N
0.8,0.78,0.802,0.796,0.816,0.812,N
0.798,0.782,0.804,0.812,0.802,0.806,N
0.804,0.78,0.814,0.806,0.798,0.808,N
0.802,0.796,0.802,0.8,0.802,0.81,N
0.812,0.788,0.8,0.802,0.804,0.806,N
0.802,0.784,0.804,0.806,0.798,0.826,N
0.804,0.782,0.808,0.798,0.822,0.812,N
0.804,0.788,0.804,0.818,0.804,0.816,N
0.804,0.788,0.82,0.804,0.808,0.814,N
0.804,0.8,0.808,0.808,0.804,0.814,N
