0.864,0.848,0.864,0.84,0.84,0.864,N
0.848,0.864,0.84,0.856,0.832,0.92,N
0.864,0.864,0.816,0.848,0.872,0.872,N
0.84,0.84,0.864,0.856,0.872,0.864,N
0.84,0.848,0.92,0.824,0.848,0.848,N
0.864,0.876,0.852,0.848,0.864,0.84,N
0.904,0.824,0.848,0.848,0.856,0.876,N
0.824,0.848,0.848,0.856,0.852,0.844,N
0.848,0.848,0.856,0.832,0.864,0.856,N
0.832,0.856,0.876,0.82,0.856,0.836,N
0.84,0.832,0.864,0.856,0.836,0.852,N
0.82,0.832,0.84,0.808,0.792,0.824,N
0.832,0.84,0.824,0.796,0.804,0.808,N
0.84,0.824,0.76,0.84,0.808,0.808,N
0.824,0.776,0.824,0.832,0.848,0.776,N
0.776,0.84,0.808,0.824,0.844,0.764,N
0.84,0.832,0.784,0.86,0.764,0.824,N
0.808,0.808,0.84,0.804,0.804,0.84,N
0.848,0.796,0.784,0.804,0.84,0.816,N
0.808,0.784,0.824,0.84,0.816,0.792,N
0.784,0.824,0.84,0.788,0.82,0.844,N
0.804,0.84,0.816,0.82,0.816,0.792,N
0.84,0.816,0.82,0.816,0.792,0.832,N
0.788,0.848,0.816,0.812,0.776,0.824,N
0.82,0.816,0.828,0.796,0.82,0.828,N
0.844,0.792,0.832,0.788,0.816,0.832,N
0.828,0.776,0.84,0.828,0.788,0.8,N
0.796,0.82,0.808,0.808,0.8,0.832,N
0.824,0.84,0.808,0.816,0.816,0.792,N
0.816,0.832,0.816,0.816,0.808,0.792,N
0.832,0.8,0.832,0.808,0.792,0.808,N
0.816,0.816,0.808,0.792,0.832,0.792,N
0.832,0.808,0.776,0.824,0.816,0.808,N
0.792,0.792,0.824,0.816,0.828,0.788,N
0.776,0.824,0.816,0.808,0.808,0.792,N
0.808,0.816,0.808,0.808,0.832,0.792,N
0.816,0.808,0.808,0.792,0.832,0.816,N
0.808,0.808,0.808,0.816,0.816,0.812,N
0.808,0.832,0.792,0.816,0.792,0.832,N
0.832,0.792,0.832,0.796,0.812,0.84,N
0.832,0.832,0.796,0.812,0.824,0.824,N
0.832,0.776,0.832,0.824,0.84,0.792,N
0.792,0.832,0.84,0.824,0.792,0.816,N
0.832,0.824,0.824,0.832,0.792,0.84,N
0.824,0.84,0.816,0.808,0.824,0.836,N
0.808,0.832,0.832,0.8,0.86,0.796,N
0.832,0.832,0.8,0.86,0.796,0.832,N
0.832,0.8,0.86,0.796,0.832,0.816,N
0.824,0.86,0.796,0.8,0.848,0.824,N
0.816,0.84,0.832,0.792,0.848,0.832,N
0.82,0.776,0.848,0.824,0.832,0.8,N
0.776,0.848,0.824,0.856,0.776,0.824,N
0.848,0.824,0.856,0.776,0.824,0.784,N
0.824,0.832,0.8,0.824,0.8,0.844,N
0.856,0.776,0.824,0.8,0.824,0.812,N
0.776,0.824,0.8,0.844,0.792,0.804,N
0.824,0.8,0.844,0.792,0.804,0.824,N
0.8,0.824,0.812,0.828,0.8,0.824,N
0.844,0.792,0.828,0.776,0.848,0.776,N
0.812,0.804,0.824,0.824,0.804,0.812,N
0.788,0.816,0.848,0.776,0.84,0.816,N
0.776,0.832,0.792,0.84,0.816,0.812,N
0.848,0.776,0.84,0.816,0.792,0.792,N
0.792,0.84,0.8,0.808,0.792,0.816,N
0.812,0.816,0.792,0.792,0.816,0.808,N
0.8,0.828,0.772,0.816,0.828,0.796,N
0.812,0.772,0.816,0.828,0.852,0.792,N
0.792,0.816,0.828,0.828,0.816,0.8,N
0.816,0.808,0.816,0.848,0.824,0.8,N
0.808,0.872,0.792,0.8,0.824,0.832,N
0.828,0.816,0.8,0.824,0.8,0.832,N
0.792,0.824,0.8,0.832,0.82,0.808,N
0.824,0.8,0.8,0.832,0.828,0.8,N
0.824,0.8,0.852,0.808,0.8,0.812,N
0.8,0.832,0.808,0.82,0.812,0.82,N
0.836,0.788,0.82,0.812,0.8,0.832,N
0.808,0.8,0.812,0.8,0.832,0.82,N
0.82,0.812,0.848,0.784,0.82,0.784,N
0.812,0.848,0.784,0.8,0.84,0.808,N
0.848,0.784,0.82,0.784,0.828,0.832,N
0.784,0.82,0.784,0.828,0.832,0.784,N
0.8,0.84,0.808,0.816,0.808,0.808,N
0.804,0.844,0.816,0.784,0.832,0.816,N
0.828,0.832,0.808,0.808,0.816,0.784,N
0.832,0.808,0.784,0.84,0.784,0.864,N
0.808,0.784,0.84,0.784,0.864,0.792,N
0.784,0.84,0.784,0.832,0.824,0.836,N
