0.808,0.816,0.816,0.816,0.824,0.816,N
0.816,0.816,0.816,0.824,0.816,0.812,N
0.816,0.816,0.824,0.816,0.812,0.812,N
0.816,0.824,0.816,0.812,0.812,0.808,N
0.824,0.816,0.812,0.812,0.808,0.816,N
0.816,0.812,0.812,0.808,0.816,0.828,N
0.812,0.812,0.808,0.816,0.828,0.808,N
0.812,0.808,0.816,0.828,0.808,0.812,N
0.808,0.816,0.828,0.808,0.812,0.816,N
0.816,0.828,0.808,0.812,0.816,0.808,N
0.828,0.808,0.812,0.816,0.808,0.808,N
0.808,0.812,0.816,0.808,0.808,0.832,N
0.812,0.816,0.808,0.808,0.832,0.816,N
0.808,0.816,0.808,0.824,0.808,0.816,N
0.816,0.808,0.824,0.808,0.816,0.816,N
0.808,0.824,0.808,0.816,0.816,0.808,N
0.824,0.808,0.816,0.816,0.808,0.816,N
0.808,0.816,0.816,0.808,0.816,0.828,N
0.816,0.816,0.808,0.816,0.828,0.816,N
0.816,0.808,0.816,0.828,0.816,0.804,N
0.808,0.816,0.828,0.816,0.804,0.816,N
0.816,0.828,0.816,0.804,0.816,0.808,N
0.828,0.816,0.804,0.816,0.808,0.8,N
0.816,0.804,0.816,0.808,0.8,0.832,N
0.804,0.816,0.808,0.8,0.832,0.808,N
0.816,0.808,0.8,0.832,0.808,0.808,N
0.808,0.8,0.832,0.808,0.808,0.808,N
0.8,0.832,0.808,0.808,0.808,0.812,N
0.832,0.808,0.808,0.808,0.812,0.804,N
0.808,0.808,0.808,0.812,0.804,0.828,N
0.808,0.808,0.812,0.804,0.828,0.812,N
0.808,0.812,0.804,0.828,0.812,0.812,N
0.812,0.804,0.828,0.812,0.812,0.812,N
0.804,0.828,0.812,0.812,0.812,0.82,N
0.828,0.812,0.812,0.812,0.82,0.812,N
0.812,0.812,0.812,0.82,0.812,0.824,N
0.812,0.812,0.82,0.812,0.824,0.824,N
0.812,0.82,0.812,0.824,0.824,0.816,N
0.82,0.812,0.824,0.824,0.816,0.816,N
0.812,0.824,0.824,0.816,0.816,0.82,N
0.824,0.824,0.816,0.816,0.82,0.82,N
0.824,0.816,0.816,0.82,0.82,0.828,N
0.816,0.816,0.82,0.82,0.828,0.82,N
0.816,0.82,0.82,0.828,0.82,0.816,N
0.82,0.82,0.828,0.82,0.816,0.816,N
0.82,0.828,0.82,0.816,0.816,0.816,N
0.828,0.82,0.816,0.816,0.816,0.816,N
0.82,0.816,0.816,0.816,0.816,0.84,N
0.816,0.816,0.816,0.816,0.84,0.816,N
0.816,0.816,0.816,0.84,0.816,0.824,N
0.816,0.816,0.84,0.816,0.824,0.812,N
0.816,0.84,0.816,0.824,0.812,0.816,N
0.84,0.816,0.824,0.812,0.816,0.812,N
0.816,0.824,0.812,0.816,0.812,0.824,N
0.824,0.812,0.816,0.812,0.824,0.832,N
0.812,0.816,0.812,0.824,0.832,0.812,N
0.816,0.812,0.824,0.832,0.812,0.812,N
0.812,0.824,0.832,0.812,0.812,0.816,N
0.824,0.832,0.812,0.812,0.816,0.808,N
0.832,0.812,0.812,0.816,0.808,0.82,N
0.812,0.812,0.816,0.808,0.82,0.824,N
0.812,0.816,0.808,0.82,0.824,0.812,N
0.816,0.808,0.82,0.824,0.812,0.812,N
0.808,0.82,0.824,0.812,0.812,0.804,N
0.82,0.824,0.812,0.812,0.804,0.816,N
0.824,0.812,0.812,0.804,0.816,0.8,N
0.812,0.812,0.804,0.816,0.8,0.824,N
0.812,0.804,0.816,0.8,0.824,0.812,N
0.804,0.816,0.8,0.824,0.812,0.804,N
0.816,0.8,0.824,0.812,0.804,0.8,N
0.8,0.824,0.812,0.804,0.8,0.808,N
0.824,0.812,0.804,0.8,0.808,0.8,N
0.812,0.804,0.8,0.808,0.8,0.824,N
0.804,0.8,0.808,0.8,0.824,0.808,N
0.8,0.808,0.8,0.824,0.808,0.804,N
0.808,0.8,0.824,0.808,0.804,0.812,N
0.8,0.824,0.808,0.804,0.812,0.808,N
0.824,0.808,0.804,0.812,0.808,0.808,N
0.808,0.804,0.812,0.808,0.808,0.832,N
0.804,0.812,0.808,0.808,0.832,0.808,N
0.812,0.808,0.808,0.832,0.808,0.816,N
0.808,0.808,0.832,0.808,0.816,0.808,N
0.808,0.832,0.808,0.816,0.808,0.816,N
0.832,0.808,0.816,0.808,0.816,0.816,N
0.808,0.816,0.808,0.816,0.816,0.828,N
0.816,0.808,0.816,0.816,0.828,0.82,N
0.808,0.816,0.816,0.828,0.82,0.812,N
0.816,0.816,0.828,0.82,0.812,0.812,N
0.816,0.828,0.82,0.812,0.812,0.816,N
0.828,0.82,0.812,0.812,0.816,0.812,N
0.82,0.812,0.812,0.816,0.812,0.828,N
0.812,0.812,0.816,0.812,0.828,0.816,N
0.812,0.816,0.812,0.828,0.816,0.808,N
0.816,0.812,0.828,0.816,0.808,0.812,N
0.812,0.828,0.816,0.808,0.812,0.812,N
0.828,0.816,0.808,0.812,0.812,0.812,N
0.816,0.808,0.812,0.812,0.812,0.82,N
0.808,0.812,0.812,0.812,0.82,0.824,N
0.812,0.812,0.812,0.82,0.824,0.808,N
0.812,0.812,0.82,0.824,0.808,0.808,N
0.812,0.82,0.824,0.808,0.808,0.816,N
0.82,0.824,0.808,0.808,0.816,0.808,N
0.824,0.808,0.808,0.816,0.808,0.816,N
0.808,0.808,0.816,0.808,0.816,0.824,N
0.808,0.816,0.808,0.816,0.824,0.808,N
0.816,0.808,0.816,0.824,0.808,0.812,N
0.808,0.816,0.824,0.808,0.812,0.804,N
0.816,0.824,0.808,0.812,0.804,0.808,N
0.824,0.808,0.812,0.804,0.808,0.8,N
0.808,0.812,0.804,0.808,0.8,0.824,N
0.812,0.804,0.808,0.8,0.824,0.796,N
0.804,0.808,0.8,0.824,0.796,0.796,N
0.808,0.8,0.824,0.796,0.796,0.792,N
0.8,0.824,0.796,0.796,0.792,0.792,N
0.824,0.796,0.796,0.792,0.792,0.788,N
0.796,0.796,0.792,0.792,0.788,0.812,N
0.796,0.792,0.792,0.788,0.812,0.792,N
0.792,0.792,0.788,0.812,0.792,0.792,N
0.792,0.788,0.812,0.792,0.792,0.8,N
0.788,0.812,0.792,0.792,0.8,0.796,N
0.812,0.792,0.792,0.8,0.796,0.796,N
0.792,0.792,0.8,0.796,0.796,0.82,N
0.792,0.8,0.796,0.796,0.82,0.812,N
0.8,0.796,0.796,0.82,0.812,0.8,N
0.796,0.796,0.82,0.812,0.8,0.812,N
0.796,0.82,0.812,0.8,0.812,0.812,N
0.82,0.812,0.8,0.812,0.812,0.808,N
0.812,0.8,0.812,0.812,0.808,0.816,N
0.8,0.812,0.812,0.808,0.816,0.816,N
0.812,0.812,0.808,0.816,0.816,0.808,N
0.812,0.808,0.816,0.816,0.808,0.816,N
0.808,0.816,0.816,0.808,0.816,0.808,N
0.816,0.816,0.808,0.816,0.808,0.816,N
0.816,0.808,0.816,0.808,0.816,0.816,N
0.808,0.816,0.808,0.816,0.816,0.824,N
0.816,0.808,0.816,0.816,0.824,0.808,N
0.808,0.816,0.816,0.824,0.808,0.808,N
